Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Girish Nelivigi,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",30 Years Experience Overall  (21 years as specialist),"Bellandur, Bangalore",Bangalore,88%,(85 votes),₹ 650 fee
Dr. Nagabhushan,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",23 Years Experience Overall  (16 years as specialist),"Banashankari, Bangalore",Bangalore,90%,(125 votes),₹ 800 fee
Dr. Anshuman Agarwal,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",27 Years Experience Overall  (19 years as specialist),"Sarita Vihar, Delhi",Delhi,90%,(21 votes),₹ 1500 fee
Dr. Ankur Arya,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",13 Years Experience Overall  (6 years as specialist),"Pusa Road, Delhi",Delhi,90%,(21 votes),₹ 1200 fee
Dr. Vishal Dutt Gour,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",21 Years Experience Overall  (18 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,89%,(19 votes),₹ 1200 fee
Dr. Ruchir Maheshwari,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",22 Years Experience Overall  (13 years as specialist),"Saket, Delhi",Delhi,95%,(80 votes),₹ 1200 fee
Dr. Samit Chaturvedi,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",20 Years Experience Overall  (12 years as specialist),"Saket, Delhi",Delhi,95%,(80 votes),₹ 1200 fee
Dr. S K Pal,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",43 Years Experience Overall  (36 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,72%,(29 votes),₹ 1500 fee
Dr. Gaurav Garg,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",12 Years Experience Overall  (4 years as specialist),"Saket, Delhi",Delhi,98%,(56 votes),₹ 1000 fee
Dr. Rohit Juneja,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",12 Years Experience Overall  (5 years as specialist),"Paschim Vihar, Delhi",Delhi,99%,(195 votes),₹ 700 fee
Dr. Mayank Gupta,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",27 Years Experience Overall  (19 years as specialist),"Patparganj, Delhi",Delhi,67%,(39 votes),₹ 1000 fee
Dr. Tarun Jain,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",10 Years Experience Overall  (7 years as specialist),"Tardeo, Mumbai",Mumbai,96%,(367 votes),₹ 2000 fee
Dr. Anant Kumar,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery",43 Years Experience Overall  (36 years as specialist),"Saket, Delhi",Delhi,66%,(32 votes),₹ 2000 fee
Dr. Sanjay Gogoi,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MNAMS - Urology",25 Years Experience Overall  (21 years as specialist),"Dwarka Sector 6, Delhi",Delhi,79%,(38 votes),₹ 1100 fee
Dr. Shivashankar,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, FICS",36 Years Experience Overall,"Old Airport Road, Bangalore",Bangalore,68%,(41 votes),₹ 1100 fee
Dr. Venkatesh Krishnamoorthy,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, FRCS - General Surgery",38 Years Experience Overall  (32 years as specialist),"Padmanabhanagar, Bangalore",Bangalore,98%,(319 votes),₹ 750 fee
Dr. Manish Joshi,Gastroenterologist,"MBBS, MS - General Surgery, MRCS (UK), DNB - Surgical Gastroenterology",23 Years Experience Overall  (19 years as specialist),"Kundalahalli, Bangalore",Bangalore,88%,(42 votes),₹ 1100 fee
Dr. Manish Joshi,Bariatric Surgeon,"MBBS, MS - General Surgery, MRCS (UK), DNB - Surgical Gastroenterology",23 Years Experience Overall  (19 years as specialist),"Kundalahalli, Bangalore",Bangalore,88%,(42 votes),₹ 1100 fee
Dr. Avinash K M,Neurologist,"MBBS, MS - General Surgery, MRCS (UK), MCh - Neuro Surgery",16 Years Experience Overall  (12 years as specialist),"Hebbal, Bangalore",Bangalore,91%,(23 votes),₹ 1090 fee
Dr. Avinash K M,Neurosurgeon,"MBBS, MS - General Surgery, MRCS (UK), MCh - Neuro Surgery",16 Years Experience Overall  (12 years as specialist),"Hebbal, Bangalore",Bangalore,91%,(23 votes),₹ 1090 fee
Dr. Pramod B R,Urologist,"MBBS, MS - General Surgery, MRCS (UK), MCh - Urology/Genito-Urinary Surgery",22 Years Experience Overall  (17 years as specialist),"Jayanagar, Bangalore",Bangalore,89%,(35 votes),₹ 1000 fee
Dr. Nanda Rajaneesh,Bariatric Surgeon,"MBBS, MS - General Surgery, Training in Surgical Oncology (G.I. Oncology)",28 Years Experience Overall  (22 years as specialist),"Koramangala 5 Block, Bangalore",Bangalore,85%,(207 votes),₹ 600 fee
Dr. Kavitha G Pujar,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",21 Years Experience Overall  (17 years as specialist),"Whitefield, Bangalore",Bangalore,98%,(53 votes),₹ 600 fee
Dr. Deepthi RK Shashidhar,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (10 years as specialist),"Jayanagar 4 Block, Bangalore",Bangalore,98%,(1384 votes),₹ 600 fee
Dr. Mamatha Reddy Y V,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",26 Years Experience Overall  (21 years as specialist),"Koramangala 1 Block, Bangalore",Bangalore,95%,(520 votes),₹ 800 fee
Dr. Mukta Nadig,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",42 Years Experience Overall  (35 years as specialist),"Malleswaram, Bangalore",Bangalore,94%,(376 votes),₹ 850 fee
Dr. Hira Mardi,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",20 Years Experience Overall  (10 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(113 votes),₹ 800 fee
Dr. Poornima. M,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (12 years as specialist),"Old Airport Road, Bangalore",Bangalore,96%,(49 votes),₹ 850 fee
Dr. Tasneem Nishah Shah,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",24 Years Experience Overall  (21 years as specialist),"Whitefield, Bangalore",Bangalore,96%,(151 votes),₹ 600 fee
Dr. N Sapna Lulla,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",24 Years Experience Overall  (16 years as specialist),"Hebbal, Bangalore",Bangalore,98%,(2345 votes),₹ 800 fee
Dr. Harshita Ramamurthy,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (8 years as specialist),"JP Nagar 6 Phase, Bangalore",Bangalore,96%,(594 votes),₹ 1000 fee
Dr. Shanthala Thuppanna,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",23 Years Experience Overall  (19 years as specialist),"HSR Layout, Bangalore",Bangalore,81%,(84 votes),₹ 750 fee
Dr. K Monika Yadav,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (12 years as specialist),"Electronics City, Bangalore",Bangalore,98%,(97 votes),₹ 850 fee
Dr. (Mrs.) Vishnu Vandana,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (13 years as specialist),"HSR Layout, Bangalore",Bangalore,96%,(57 votes),₹ 500 fee
Dr. Sandya Rani,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",19 Years Experience Overall  (15 years as specialist),"Whitefield, Bangalore",Bangalore,99%,(326 votes),₹ 700 fee
Dr. Vani R,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",26 Years Experience Overall  (21 years as specialist),"Basavanagudi, Bangalore",Bangalore,96%,(329 votes),₹ 500 fee
Dr. Namrata Nagendra,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (10 years as specialist),"Koramangala, Bangalore",Bangalore,99%,(420 votes),₹ 500 fee
Dr. Regina,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",24 Years Experience Overall  (16 years as specialist),"Banaswadi, Bangalore",Bangalore,95%,(459 votes),₹ 600 fee
Dr. Poornima Ramakrishna,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",23 Years Experience Overall  (17 years as specialist),"Koramangala 6 Block, Bangalore",Bangalore,96%,(119 votes),₹ 700 fee
Dr. Gayathri B N,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (11 years as specialist),"Electronics City, Bangalore",Bangalore,97%,(187 votes),₹ 700 fee
Dr. Jyothi Patil,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (13 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(192 votes),₹ 600 fee
Dr. Manjushree Pai,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",10 Years Experience Overall  (6 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,95%,(39 votes),₹ 650 fee
Dr. Manju Deepthi B,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (4 years as specialist),"HRBR Layout, Bangalore",Bangalore,98%,(41 votes),₹ 850 fee
Dr. Maheshwari,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (7 years as specialist),"Banashankari 1st Stage, Bangalore",Bangalore,86%,(14 votes),₹ 600 fee
Dr. Anupama Rani,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (13 years as specialist),"Marathahalli, Bangalore",Bangalore,99%,(327 votes),₹ 600 fee
Dr. Kanti sahu,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",28 Years Experience Overall  (25 years as specialist),"Kundalahalli, Bangalore",Bangalore,85%,(40 votes),₹ 700 fee
Dr. Nivedita,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (8 years as specialist),"Vasanthnagar, Bangalore",Bangalore,97%,(76 votes),₹ 850 fee
Dr. Soumya KN,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (11 years as specialist),"Kengeri, Bangalore",Bangalore,100%,(39 votes),₹ 700 fee
Dr. Mutyalatha Koppula,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",19 Years Experience Overall  (15 years as specialist),"Yelahanka New Town, Bangalore",Bangalore,99%,(96 votes),₹ 400 fee
Dr. Geetha R,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (8 years as specialist),"HSR Layout, Bangalore",Bangalore,99%,(232 votes),₹ 700 fee
Dr. Bhavani M Hulinayakar,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",22 Years Experience Overall  (12 years as specialist),"Hebbal, Bangalore",Bangalore,99%,(232 votes),₹ 800 fee
Dr. Amulya R,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (9 years as specialist),"JP Nagar, Bangalore",Bangalore,100%,(51 votes),₹ 500 fee
Dr. Anitha A Manoj,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (11 years as specialist),"Banashankari 1st Stage, Bangalore",Bangalore,93%,(44 votes),₹ 600 fee
Dr. Kavitha Kovi,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",23 Years Experience Overall  (19 years as specialist),"Whitefield, Bangalore",Bangalore,95%,(654 votes),₹ 600 fee
Dr. Aishwarya V. Mathikatti,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (9 years as specialist),"Rajajinagar, Bangalore",Bangalore,94%,(54 votes),₹ 500 fee
Dr. Madhavi Reddy,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (11 years as specialist),"HRBR Layout, Bangalore",Bangalore,98%,(550 votes),₹ 700 fee
Dr. Shwetha S. Kamath,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (10 years as specialist),"RT Nagar, Bangalore",Bangalore,98%,(236 votes),₹ 600 fee
Dr. Jyoti Kala,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (13 years as specialist),"Sarjapur Road, Bangalore",Bangalore,99%,(67 votes),₹ 700 fee
Dr. Madhuri Vidyashankar P,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",22 Years Experience Overall  (18 years as specialist),"Millers Road, Bangalore",Bangalore,96%,(56 votes),₹ 1000 fee
Dr. Ambika V,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",21 Years Experience Overall  (17 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,84%,(61 votes),₹ 900 fee
Dr. Nusrat,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (14 years as specialist),"Banashankari, Bangalore",Bangalore,96%,(28 votes),₹ 600 fee
Dr. Srividhya,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (13 years as specialist),"Sarjapur Road, Bangalore",Bangalore,98%,(47 votes),₹ 800 fee
Dr. Asha Shanbhag,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (13 years as specialist),"Whitefield, Bangalore",Bangalore,100%,(200 votes),₹ 850 fee
Dr. Chetan Nelvigi,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",31 Years Experience Overall  (30 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,88%,(24 votes),₹ 900 fee
Dr. Haritha Rao,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",26 Years Experience Overall  (19 years as specialist),"Indiranagar, Bangalore",Bangalore,96%,(81 votes),₹ 750 fee
Dr. Ramya K S,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (9 years as specialist),"Akshaya nagar, Bangalore",Bangalore,98%,(49 votes),₹ 600 fee
Dr. Deepu K Hebbar,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",22 Years Experience Overall  (16 years as specialist),"Basavanagudi, Bangalore",Bangalore,92%,(13 votes),₹ 600 fee
Dr. Ananya Polam Reddy,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",10 Years Experience Overall  (7 years as specialist),"Whitefield, Bangalore",Bangalore,98%,(174 votes),₹ 850 fee
Dr. Ujwala,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",7 Years Experience Overall  (3 years as specialist),"Jayanagar 8 Block, Bangalore",Bangalore,97%,(91 votes),₹ 500 fee
Dr. Shruthi Kalagara,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",8 Years Experience Overall  (6 years as specialist),"Sarjapur Road, Bangalore",Bangalore,98%,(41 votes),₹ 600 fee
Dr. Ranjitha G Babu,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (13 years as specialist),"Rajajinagar, Bangalore",Bangalore,100%,(57 votes),₹ 600 fee
Dr. Mriduladevi A,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",9 Years Experience Overall  (6 years as specialist),"JP Nagar 1 Phase, Bangalore",Bangalore,97%,(100 votes),₹ 600 fee
Dr. Geetha Nagarjuna,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (5 years as specialist),"Banashankari, Bangalore",Bangalore,100%,(102 votes),₹ 600 fee
Dr. Deepshika Jha,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (7 years as specialist),"Hebbal, Bangalore",Bangalore,99%,(109 votes),₹ 850 fee
Dr. Akshaya Doddamani,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (8 years as specialist),"Bhattarahalli, Bangalore",Bangalore,100%,(179 votes),₹ 550 fee
Dr. G Srividya Reddy,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (8 years as specialist),"Marathahalli, Bangalore",Bangalore,27%,(11 votes),₹ 900 fee
Dr. Swapnil Sinha,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (2 years as specialist),"Kundalahalli, Bangalore",Bangalore,27%,(11 votes),₹ 700 fee
Dr. Harshitha Krishnappa,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",6 Years Experience Overall  (2 years as specialist),"Koramangala 5 Block, Bangalore",Bangalore,27%,(11 votes),₹ 700 fee
Dr. Ritu Choudhary,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",15 Years Experience Overall  (10 years as specialist),"Electronics City, Bangalore",Bangalore,97%,(158 votes),₹ 650 fee
Dr. Ayesha Gulzar Ahamed,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",9 Years Experience Overall  (3 years as specialist),"Banashankari, Bangalore",Bangalore,99%,(307 votes),₹ 600 fee
Dr. Priyanka H K,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",8 Years Experience Overall,"Jayanagar, Bangalore",Bangalore,99%,(307 votes),₹ 600 fee
Dr. Shruthi R,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",8 Years Experience Overall  (5 years as specialist),"Banashankari, Bangalore",Bangalore,99%,(307 votes),₹ 500 fee
Dr. Trupti N,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",9 Years Experience Overall  (5 years as specialist),"KR Puram, Bangalore",Bangalore,99%,(307 votes),₹ 500 fee
Dr. Rubeena Zainab,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (10 years as specialist),"Indiranagar, Bangalore",Bangalore,99%,(307 votes),₹ 900 fee
Dr. Manjula Patil,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",25 Years Experience Overall  (19 years as specialist),"Rajarajeshwarinagar, Bangalore",Bangalore,99%,(307 votes),₹ 650 fee
Dr. Punyashree R M,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",7 Years Experience Overall  (4 years as specialist),"Yelahanka, Bangalore",Bangalore,99%,(307 votes),₹ 900 fee
Dr. Anu Sadashiv B,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",5 Years Experience Overall  (4 years as specialist),"Kumara Park West, Bangalore",Bangalore,99%,(307 votes),₹ 900 fee
Dr. Kavya Krishnappa,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",10 Years Experience Overall  (9 years as specialist),"HSR Layout, Bangalore",Bangalore,99%,(307 votes),₹ 1100 fee
Dr. Reshu Saraogi,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (12 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(1564 votes),₹ 600 fee
Dr. Apoorva Pallam Reddy,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (9 years as specialist),"Jayanagar 5 Block, Bangalore",Bangalore,97%,(617 votes),₹ 700 fee
Dr. Lakshmi Devi,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (12 years as specialist),"Kadugodi, Bangalore",Bangalore,95%,(317 votes),₹ 500 fee
Dr. Sneha Rajiv,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (9 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,97%,(332 votes),₹ 950 fee
Dr. Suhasini Inamdar,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",38 Years Experience Overall  (35 years as specialist),"Indiranagar, Bangalore",Bangalore,96%,(157 votes),₹ 800 fee
Dr. Shanthala S,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",28 Years Experience Overall  (17 years as specialist),"Banashankari, Bangalore",Bangalore,81%,(97 votes),₹ 600 fee
Dr. Shruthi K,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (11 years as specialist),"Old Airport Road, Bangalore",Bangalore,88%,(165 votes),₹ 500 fee
Dr. Asha Vijendra Gowda,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (17 years as specialist),"Nagarbhavi 2nd Stage, Bangalore",Bangalore,91%,(46 votes),₹ 500 fee
Dr. Jakka Sai Manasa Reddy,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",10 Years Experience Overall  (7 years as specialist),"Whitefield, Bangalore",Bangalore,96%,(51 votes),₹ 800 fee
Dr. Mamatha Devi S,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",33 Years Experience Overall  (20 years as specialist),"Koramangala 6 Block, Bangalore",Bangalore,97%,(550 votes),₹ 700 fee
Dr. Aparna Jha,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (12 years as specialist),"Kundalahalli, Bangalore",Bangalore,93%,(254 votes),₹ 700 fee
Dr. Kumudini Devi,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (7 years as specialist),"Arekere, Bangalore",Bangalore,98%,(171 votes),₹ 500 fee
